chuyenvi-1,cv,1786193.007,538402.416,13.700,HRMS:0.012,VRMS:0.022,STATUS:FIXED,SATS:14,AGE:2.0,PDOP:1.263,HDOP:0.563,VDOP:1.130,TDOP:1.465,GDOP:1.934,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:46:06
chuyenvi-2,cv,1786189.100,538399.245,13.632,HRMS:0.011,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.232,HDOP:0.549,VDOP:1.104,TDOP:1.422,GDOP:1.882,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:46:52
chuyenvi-3,cv,1786185.613,538396.300,13.474,HRMS:0.012,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.399,HDOP:0.597,VDOP:1.265,TDOP:1.654,GDOP:2.166,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:48:35
chuyenvi-4,cv,1786179.371,538391.648,13.341,HRMS:0.011,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.429,HDOP:0.591,VDOP:1.301,TDOP:1.705,GDOP:2.225,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:50:30
chuyenvi-5,cv,1786174.010,538389.386,13.252,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.219,HDOP:0.565,VDOP:1.080,TDOP:1.415,GDOP:1.868,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:52:34
chuyenvi-6,cv,1786168.123,538388.457,13.177,HRMS:0.012,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.328,HDOP:0.558,VDOP:1.205,TDOP:1.571,GDOP:2.057,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:54:24
chuyenvi-7,cv,1786162.447,538388.827,13.043,HRMS:0.011,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.361,HDOP:0.566,VDOP:1.238,TDOP:1.617,GDOP:2.114,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:56:06
chuyenvi-8,cv,1786156.767,538390.671,12.980,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.434,HDOP:0.578,VDOP:1.313,TDOP:1.721,GDOP:2.240,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:56:36
chuyenvi-9,cv,1786151.524,538393.120,12.939,HRMS:0.011,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.436,HDOP:0.578,VDOP:1.315,TDOP:1.724,GDOP:2.244,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:57:03
chuyenvi-10,cv,1786146.050,538395.763,12.917,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:1.0,PDOP:1.450,HDOP:0.585,VDOP:1.327,TDOP:1.744,GDOP:2.268,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:57:37
chuyenvi-11,cv,1786140.717,538397.660,12.896,HRMS:0.011,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.450,HDOP:0.586,VDOP:1.326,TDOP:1.744,GDOP:2.268,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:58:00
chuyenvi-12,cv,1786134.826,538399.663,12.848,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.449,HDOP:0.586,VDOP:1.326,TDOP:1.744,GDOP:2.268,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:58:41
chuyenvi-13,cv,1786129.475,538401.471,12.804,HRMS:0.011,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.294,HDOP:0.569,VDOP:1.162,TDOP:1.525,GDOP:1.999,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:17:59:56
chuyenvi-14,cv,1786123.691,538403.521,12.756,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.491,HDOP:0.586,VDOP:1.371,TDOP:1.804,GDOP:2.341,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:00:17
chuyenvi-15,cv,1786117.848,538404.679,12.635,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.449,HDOP:0.581,VDOP:1.328,TDOP:1.745,GDOP:2.268,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:00:54
chuyenvi-16,cv,1786112.351,538404.792,12.648,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:1.0,PDOP:1.228,HDOP:0.563,VDOP:1.091,TDOP:1.423,GDOP:1.879,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:01:55
chuyenvi-17,cv,1786106.069,538403.737,12.566,HRMS:0.012,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.449,HDOP:0.586,VDOP:1.325,TDOP:1.736,GDOP:2.261,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:02:31
chuyenvi-18,cv,1786100.625,538401.678,12.492,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.555,HDOP:0.591,VDOP:1.438,TDOP:1.897,GDOP:2.452,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:04:00
chuyenvi-19,cv,1786095.548,538398.555,12.436,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.437,HDOP:0.590,VDOP:1.311,TDOP:1.727,GDOP:2.247,NRMS:0.009,ERMS:0.008,DATE:07-06-2026,TIME:18:04:18
chuyenvi-20,cv,1786091.150,538394.540,12.419,HRMS:0.012,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.441,HDOP:0.591,VDOP:1.315,TDOP:1.736,GDOP:2.256,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:04:36
chuyenvi-21,cv,1786087.376,538390.176,12.381,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.431,HDOP:0.583,VDOP:1.307,TDOP:1.719,GDOP:2.236,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:05:00
chuyenvi-22,cv,1786083.999,538385.152,12.334,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.428,HDOP:0.584,VDOP:1.303,TDOP:1.716,GDOP:2.232,NRMS:0.009,ERMS:0.008,DATE:07-06-2026,TIME:18:06:04
chuyenvi-23,cv,1786081.460,538379.865,12.282,HRMS:0.012,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.427,HDOP:0.584,VDOP:1.302,TDOP:1.714,GDOP:2.230,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:06:33
chuyenvi-24,cv,1786077.059,538376.321,12.266,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.426,HDOP:0.584,VDOP:1.301,TDOP:1.713,GDOP:2.229,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:06:50
chuyenvi-25,cv,1786073.401,538371.536,12.162,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.426,HDOP:0.584,VDOP:1.300,TDOP:1.712,GDOP:2.228,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:07:07
chuyenvi-26,cv,1786070.277,538366.655,12.135,HRMS:0.012,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.424,HDOP:0.585,VDOP:1.298,TDOP:1.711,GDOP:2.226,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:07:40
chuyenvi-27,cv,1786067.075,538361.630,12.144,HRMS:0.012,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.423,HDOP:0.585,VDOP:1.298,TDOP:1.710,GDOP:2.225,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:07:57
chuyenvi-28,cv,1786064.048,538356.606,12.125,HRMS:0.011,VRMS:0.022,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.422,HDOP:0.585,VDOP:1.296,TDOP:1.708,GDOP:2.223,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:08:22
chuyenvi-29,cv,1786060.978,538351.648,12.111,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.374,HDOP:0.586,VDOP:1.243,TDOP:1.637,GDOP:2.137,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:08:54
chuyenvi-30,cv,1786057.779,538346.709,12.125,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.564,HDOP:0.596,VDOP:1.446,TDOP:1.912,GDOP:2.470,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:09:18
chuyenvi-31,cv,1786054.564,538341.591,12.064,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.565,HDOP:0.596,VDOP:1.447,TDOP:1.913,GDOP:2.471,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:09:43
chuyenvi-32,cv,1786051.498,538336.601,12.025,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.469,HDOP:0.592,VDOP:1.344,TDOP:1.770,GDOP:2.300,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:10:04
chuyenvi-33,cv,1786050.523,538330.777,12.026,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.393,HDOP:0.628,VDOP:1.243,TDOP:1.640,GDOP:2.152,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:11:09
chuyenvi-34,cv,1786053.676,538327.045,11.974,HRMS:0.012,VRMS:0.023,STATUS:FIXED,SATS:26,AGE:2.0,PDOP:1.360,HDOP:0.588,VDOP:1.227,TDOP:1.611,GDOP:2.108,NRMS:0.008,ERMS:0.008,DATE:07-06-2026,TIME:18:11:48